AID,Last_Connect
10743889,2019-12-02 20:57:54
10744632,2019-12-03 18:02:38
10744673,2019-12-02 00:12:19
10744708,2019-12-02 20:59:56
10744709,2019-12-02 20:59:37
10744710,2019-12-02 22:34:43
10744711,2019-12-02 20:58:07
10744746,2019-12-02 21:13:31
10744747,2019-12-02 21:13:38
10744748,2019-12-02 21:14:20
10744749,2019-12-02 21:15:04
10744750,2019-12-02 21:15:59
10744751,2019-12-02 21:02:14
10744764,2019-12-02 21:11:46
10744778,2019-12-02 20:58:18
10744796,2019-12-02 21:08:23
10744797,2019-12-02 21:11:36
10744798,2019-12-02 21:09:31
10744799,2019-12-02 21:01:17
10744800,2019-12-02 21:01:44
10744802,2019-12-02 22:15:21
10744803,2019-12-02 20:59:26
10744804,2019-12-02 20:59:08
10744805,2019-12-02 20:54:07
10744807,2019-12-02 21:00:33
10744808,2019-12-02 21:00:15
10744809,2019-12-02 21:09:24
10744810,2019-12-02 21:04:22
10744811,2019-12-02 21:04:17
10744812,2019-12-02 21:04:34
10744815,2019-12-02 21:04:07
10744816,2019-12-02 21:04:51
10744819,2019-12-02 21:03:51
10744820,2019-12-02 21:04:55
10744821,2019-12-02 21:03:37
10744824,2019-12-02 21:03:22
10744833,2019-12-03 11:16:14
10744835,2019-12-02 21:03:06
10744839,2019-12-02 21:48:41
10744849,2019-12-02 21:02:48
10744851,2019-12-02 21:02:32
10744855,2019-12-02 21:02:16
10745011,2019-11-19 02:14:34
10745113,2019-12-03 18:24:19
10745114,2019-12-03 18:12:45
10745137,2019-12-02 08:04:39
10746080,2019-11-09 10:39:06
10746221,2019-11-22 00:13:21
10746352,2019-12-03 14:19:23
10747999,2019-12-03 18:28:55
10748174,2019-11-03 23:08:17
10748264,2019-12-03 18:46:51
10748306,2019-11-02 16:56:22
10748527,2019-12-03 15:30:15
10748537,2019-11-16 23:47:44
10748545,2019-12-03 13:08:25
10748546,2019-12-03 11:21:02
10748549,2019-12-03 18:27:32
10748553,2019-12-03 12:57:07
10748561,2019-12-02 02:14:56
10750887,2019-12-02 19:23:58
10750937,2019-12-02 19:25:07
10750955,2019-12-02 19:25:44
10760823,2019-11-22 23:48:55
10768908,2019-12-03 18:03:47
10781841,2019-12-02 05:19:35
10795975,2019-12-02 00:07:07
10796005,2019-12-02 00:07:26
10796024,2019-12-02 00:07:43
10796036,2019-12-02 00:08:05
10796042,2019-12-02 00:39:18
10799886,2019-12-03 00:02:50
10799915,2019-12-03 00:03:26
10799927,2019-12-03 00:04:03
10799940,2019-12-03 00:04:30
10829833,2019-12-03 18:29:37
10867753,2019-12-03 11:43:16
10873334,2019-12-02 23:36:04
10874007,2019-12-03 08:14:46
10874274,2019-12-03 00:03:43
10874886,2019-12-02 13:11:19
10874918,2019-12-02 23:41:08
10874943,2019-12-03 15:32:53
10875040,2019-11-16 09:47:23
10875167,2019-12-03 07:27:38
10875386,2019-12-03 11:38:20
10876092,2019-12-02 08:37:24
10876095,2019-12-03 08:38:41
10876517,2019-12-03 17:51:40
10878328,2019-12-03 09:58:52
10878672,2019-12-03 14:16:37
10879027,2019-11-23 15:31:42
10879029,2019-12-01 15:01:23
10879202,2019-12-02 21:18:45
10879497,2019-12-03 08:05:46
10879969,2019-12-03 03:14:30
10879976,2019-12-02 00:18:52
10880715,2019-11-11 20:40:59
10880834,2019-12-02 18:00:28
10880955,2019-12-02 16:59:28
10881699,2019-11-16 23:58:37
10882584,2019-11-01 08:24:27
10883341,2019-12-03 18:44:28
10883361,2019-12-03 15:23:39
10883362,2019-12-03 15:25:00
10883363,2019-12-03 15:26:18
10883364,2019-12-03 15:27:44
10883365,2019-12-03 15:28:51
10883407,2019-12-03 18:45:00
10883844,2019-11-16 22:37:23
10883878,2019-12-03 10:07:08
10884030,2019-12-03 18:34:39
10884201,2019-12-03 15:32:04
10884751,2019-12-02 22:01:12
10884752,2019-12-02 22:03:36
10884753,2019-12-02 22:04:38
10884754,2019-12-02 22:05:18
10884755,2019-12-02 22:06:24
10884756,2019-12-02 22:07:23
10884779,2019-11-18 09:25:55
10885194,2019-12-03 09:12:00
10885384,2019-11-13 20:48:20
10885868,2019-12-02 21:48:29
10885876,2019-12-02 13:10:35
10885930,2019-12-02 19:23:23
10885968,2019-11-28 19:53:54
10886310,2019-12-03 08:06:08
10886553,2019-12-02 00:13:08
10886576,2019-12-02 00:14:27
10886577,2019-12-02 00:13:48
10886583,2019-11-29 12:11:42
10886601,2019-12-03 15:34:02
10886748,2019-12-03 15:34:46
10886749,2019-12-03 15:35:28
10888050,2019-12-02 19:00:28
10888079,2019-12-03 08:37:08
10888873,2019-12-03 08:13:21
10889535,2019-12-03 08:06:30
10890140,2019-12-03 00:55:42
10890163,2019-11-18 06:47:30
10890203,2019-12-02 23:38:30
10890323,2019-11-21 16:33:52
10890591,2019-12-02 16:52:53
10890592,2019-12-02 16:41:19
10890593,2019-12-02 16:40:02
10890594,2019-12-02 16:36:49
10890595,2019-12-02 16:31:30
10890616,2019-12-03 09:27:41
10890623,2019-12-03 08:24:59
10890640,2019-12-02 00:18:33
10890641,2019-12-02 00:14:25
10890711,2019-12-02 23:36:42
10890712,2019-12-02 23:37:17
10890713,2019-12-02 23:37:51
10890859,2019-12-03 08:12:48
10890913,2019-12-03 08:40:34
10890975,2019-11-11 07:56:28
10891266,2019-12-02 16:53:55
10891311,2019-12-03 17:07:15
10891327,2019-11-28 12:17:06
10891395,2019-12-03 15:02:28
10891495,2019-11-24 16:19:45
10891604,2019-12-03 08:11:27
10892080,2019-11-26 08:58:43
10892164,2019-12-03 12:16:08
10892253,2019-12-03 08:12:05
10892688,2019-11-25 19:24:48
10893021,2019-12-03 11:21:42
10893025,2019-12-03 11:22:43
10893026,2019-12-03 11:23:23
10893027,2019-12-03 11:23:53
10894880,2019-12-02 00:03:09
10895079,2019-12-03 18:45:29
10895455,2019-12-01 22:32:09
10896047,2019-11-20 17:20:19
10896224,2019-12-03 07:27:12
10896787,2019-12-03 08:50:39
10897013,2019-12-03 18:30:19
10897168,2019-11-21 16:00:07
10897400,2019-12-02 15:30:42
10897863,2019-11-01 17:34:37
10898174,2019-12-03 18:13:30
10898381,2019-12-02 00:35:19
10898454,2019-12-02 16:46:00
10899274,2019-11-28 12:16:45
10900208,2019-11-01 21:54:50
10901372,2019-11-24 17:43:10
10902021,2019-12-02 00:36:59
10902696,2019-11-17 19:38:36
10903011,2019-11-06 17:13:12
10906935,2019-12-03 06:38:12
10907487,2019-11-30 00:22:52
10907634,2019-12-03 00:46:39
10908012,2019-11-21 22:09:07
10908233,2019-11-24 20:31:21
10908236,2019-12-01 18:53:56
10909332,2019-12-03 17:38:32
10909700,2019-12-03 18:33:26
10910163,2019-12-03 07:28:23
10910823,2019-12-03 09:53:47
10911022,2019-12-02 23:12:26
10911024,2019-12-03 06:48:15
10911025,2019-12-02 21:35:18
10911042,2019-12-02 10:12:24
10911106,2019-11-17 16:16:45
10911479,2019-12-03 12:07:59
10911636,2019-12-03 08:05:27
10911852,2019-12-03 15:46:35
10912076,2019-12-03 00:03:21
10912099,2019-12-03 12:20:46
10912281,2019-12-02 21:44:40
10912292,2019-11-24 10:57:27
10912294,2019-12-02 20:49:10
10912301,2019-11-18 21:48:15
10912608,2019-12-03 18:08:43
10912660,2019-12-03 09:18:05
10912683,2019-11-30 22:59:07
10912704,2019-12-03 07:00:09
10912705,2019-12-02 00:20:52
10912716,2019-12-03 10:05:31
10912717,2019-12-03 10:06:47
10912718,2019-12-03 10:05:48
10912719,2019-12-03 10:06:16
10912720,2019-12-03 10:05:09
10912738,2019-12-03 10:56:06
10912769,2019-12-02 23:04:47
10912770,2019-12-03 15:37:20
10912811,2019-12-02 21:49:48
10912867,2019-12-02 21:42:45
10912878,2019-11-29 14:43:41
10912889,2019-12-01 19:59:02
10913290,2019-11-24 11:24:21
10913337,2019-12-02 20:43:42
10913404,2019-12-02 21:43:56
10913421,2019-11-13 20:26:51
10913543,2019-12-03 18:47:26
10913606,2019-11-21 13:44:44
10913752,2019-12-02 06:41:07
10913755,2019-12-03 15:39:42
10913759,2019-12-03 00:04:07
10913770,2019-11-25 22:04:18
10913808,2019-11-20 18:15:32
10913982,2019-12-03 15:24:42
10914115,2019-12-03 18:17:41
10914116,2019-12-03 18:10:42
10914178,2019-11-18 21:50:17
10914211,2019-12-02 23:38:28
10914269,2019-12-02 23:01:20
10914314,2019-12-02 00:03:26
10914335,2019-12-03 14:22:29
10914357,2019-11-24 12:47:18
10914363,2019-12-02 20:07:23
10914386,2019-12-02 21:45:11
10914875,2019-11-29 19:45:55
10914924,2019-11-18 12:04:45
10915017,2019-12-01 22:42:59
10915019,2019-12-02 21:21:38
10915023,2019-12-02 22:35:03
10915091,2019-12-03 18:31:11
10915332,2019-12-03 13:30:12
10915357,2019-12-02 21:02:52
10915376,2019-12-02 08:35:20
10915404,2019-12-03 17:44:20
10915630,2019-12-03 18:00:48
10915856,2019-12-03 10:04:42
10916052,2019-12-01 23:15:23
10916250,2019-11-27 18:37:15
10916325,2019-11-05 13:12:52
10916518,2019-12-03 13:26:10
10916737,2019-12-03 14:22:34
10917064,2019-12-03 15:25:16
10917716,2019-12-03 10:01:11
10918169,2019-11-11 13:48:35
10918569,2019-11-27 16:23:56
10918774,2019-11-28 15:16:47
10918776,2019-12-01 20:23:28
10919425,2019-11-13 22:20:15
10920726,2019-12-03 18:06:16
10921273,2019-12-03 17:40:29
10921300,2019-11-03 14:36:23
10921488,2019-11-10 22:19:06
10921818,2019-11-29 09:52:45
10922416,2019-12-03 09:20:22
10922548,2019-11-30 14:15:44
10922569,2019-12-01 21:06:39
10922609,2019-11-22 22:18:28
10922792,2019-11-02 00:24:26
10922984,2019-12-02 19:21:55
10923114,2019-11-20 14:17:47
10923149,2019-11-28 15:15:11
10923216,2019-12-02 10:13:47
10923232,2019-11-09 22:53:19
10923294,2019-12-03 18:38:05
10923311,2019-12-02 23:59:08
10923400,2019-11-14 16:50:08
10923411,2019-11-02 20:49:58
10923420,2019-11-21 10:08:29
10923484,2019-11-12 23:22:39
10923561,2019-12-03 15:30:52
10923618,2019-11-01 20:52:27
10923629,2019-11-04 17:03:36
10923670,2019-11-06 23:47:21
10923715,2019-11-07 15:43:10
10923716,2019-11-03 09:02:16
10923780,2019-11-07 15:44:59
10923817,2019-11-05 22:41:34
10923819,2019-11-10 20:50:44
10923826,2019-11-05 23:04:13
10923874,2019-11-06 15:39:07
10923875,2019-11-06 15:42:42
10923881,2019-11-06 17:21:50
10923890,2019-11-11 13:11:49
10923914,2019-11-06 22:22:35
10923927,2019-11-07 06:24:38
10923928,2019-11-07 07:39:59
10923930,2019-11-07 12:35:28
10923972,2019-11-08 11:07:43
10923980,2019-11-08 21:09:41
10923986,2019-11-08 19:58:20
10923987,2019-11-08 19:49:17
10923998,2019-11-23 15:07:21
10924028,2019-11-09 11:38:03
10924040,2019-11-09 15:50:00
10924051,2019-11-09 20:07:33
10924058,2019-11-09 20:53:31
10924086,2019-11-10 10:59:15
10924143,2019-11-11 13:17:44
10924148,2019-11-11 14:48:06
10924159,2019-11-24 21:45:07
10924188,2019-11-12 11:12:44
10924191,2019-11-12 13:38:05
10924211,2019-11-14 16:14:21
10924231,2019-11-13 00:45:02
10924245,2019-11-13 16:15:27
10924265,2019-11-13 16:50:41
10924276,2019-12-02 23:19:31
10924278,2019-12-02 23:18:34
10924279,2019-12-03 18:47:40
10924298,2019-11-14 21:13:32
10924302,2019-11-18 02:46:13
10924313,2019-11-15 21:31:45
10924316,2019-11-14 05:23:13
10924329,2019-11-14 12:38:06
10924339,2019-11-17 16:47:02
10924342,2019-11-14 18:48:00
10924408,2019-11-15 02:47:40
10924411,2019-11-15 04:44:14
10924412,2019-11-15 09:50:13
10924429,2019-11-15 14:45:27
10924448,2019-11-19 09:37:20
10924457,2019-11-16 22:40:27
10924478,2019-11-16 14:39:52
10924522,2019-11-16 18:03:51
10924525,2019-11-16 23:36:19
10924537,2019-11-16 23:07:23
10924538,2019-11-16 23:07:22
10924609,2019-11-18 12:30:09
10924613,2019-11-19 21:41:18
10924629,2019-11-18 06:56:09
10924718,2019-11-18 15:01:04
10924719,2019-11-18 15:00:50
10924727,2019-11-19 09:43:00
10924743,2019-12-03 08:06:43
10924751,2019-11-18 21:28:54
10924752,2019-11-18 21:29:29
10924761,2019-11-19 00:55:25
10924827,2019-11-19 17:29:50
10924850,2019-11-29 18:01:28
10924876,2019-11-20 19:45:13
10924880,2019-12-02 20:32:29
10924959,2019-12-03 00:08:45
10924967,2019-11-22 10:38:49
10925010,2019-11-22 14:28:07
10925053,2019-11-23 17:31:08
10925107,2019-11-23 21:32:23
10925127,2019-12-01 18:09:24
10925128,2019-11-30 21:13:57
10925131,2019-11-28 20:49:23
10925151,2019-11-24 11:01:44
10925185,2019-11-24 22:08:08
10925196,2019-11-25 22:54:35
10925201,2019-11-25 02:02:12
10925206,2019-11-25 06:51:40
10925218,2019-11-25 13:23:22
10925314,2019-11-25 23:09:40
10925341,2019-11-26 23:38:11
10925342,2019-11-26 18:21:08
10925349,2019-11-30 23:59:32
10925352,2019-11-26 17:35:45
10925365,2019-11-26 20:49:20
10925377,2019-12-02 20:14:38
10925388,2019-11-27 06:40:51
10925459,2019-11-28 16:21:03
10925509,2019-11-29 08:27:16
10925530,2019-12-02 11:02:40
10925561,2019-12-03 16:51:38
10925587,2019-12-03 18:27:41
10925596,2019-11-30 12:54:54
10925611,2019-12-02 16:01:14
