1204185	2019-11-18 02:17:01.000	10922425	36081195	prt_in.gat	85	65	1	24392	2	30910879629399	0
1204186	2019-11-18 02:17:04.000	10922425	36081195	prt_in.gat	85	65	1	24392	3	30910879629399	0
1204187	2019-11-18 02:17:07.000	10922425	36081195	prt_in.gat	85	65	1	24392	4	30910879629399	0
1204188	2019-11-18 03:46:25.000	4643443	28110350	prontera.gat	173	179	1	19478	6	31546534791186	0
1204189	2019-11-18 04:38:45.000	10100095	36060774	alberta.gat	116	52	1	28705	1	31297426686107	0
1204190	2019-11-18 04:38:45.000	10100095	36060774	alberta.gat	116	52	1	28705	2	31297426686107	0
1204191	2019-11-18 04:38:46.000	10100095	36060774	alberta.gat	116	52	1	28705	3	31297426686107	0
1204192	2019-11-18 04:38:47.000	10100095	36060774	alberta.gat	116	52	1	28705	4	31297426686107	0
1204193	2019-11-18 04:38:48.000	10100095	36060774	alberta.gat	116	52	1	28705	5	31297426686107	0
1204194	2019-11-18 04:38:49.000	10100095	36060774	alberta.gat	116	52	1	28705	6	31297426686107	0
1204195	2019-11-18 04:38:50.000	10100095	36060774	alberta.gat	116	52	1	28705	7	31297426686107	0
1204196	2019-11-18 04:38:55.000	10100095	36060774	alberta.gat	116	52	1	16040	1	31310311588987	0
1204197	2019-11-18 04:38:56.000	10100095	36060774	alberta.gat	116	52	1	16040	2	31310311588987	0
1204198	2019-11-18 04:38:56.000	10100095	36060774	alberta.gat	116	52	1	16040	3	31310311588987	0
1204199	2019-11-18 04:38:57.000	10100095	36060774	alberta.gat	116	52	1	16040	4	31310311588987	0
1204200	2019-11-18 04:38:58.000	10100095	36060774	alberta.gat	116	52	1	16040	5	31310311588987	0
1204201	2019-11-18 04:38:59.000	10100095	36060774	alberta.gat	116	52	1	16040	6	31310311588987	0
1204202	2019-11-18 04:39:00.000	10100095	36060774	alberta.gat	116	52	1	16040	7	31310311588987	0
1204203	2019-11-18 04:42:35.000	10100095	36060774	alberta.gat	116	52	1	1718	1	29965986828611	0
1204204	2019-11-18 04:42:36.000	10100095	36060774	alberta.gat	116	52	1	1718	2	29965986828611	0
1204205	2019-11-18 04:42:37.000	10100095	36060774	alberta.gat	116	52	1	1718	3	29965986828611	0
1204206	2019-11-18 04:42:37.000	10100095	36060774	alberta.gat	116	52	1	1718	4	29965986828611	0
1204207	2019-11-18 04:42:38.000	10100095	36060774	alberta.gat	116	52	1	1718	5	29965986828611	0
1204208	2019-11-18 04:42:39.000	10100095	36060774	alberta.gat	116	52	1	1718	6	29965986828611	0
1204209	2019-11-18 04:42:40.000	10100095	36060774	alberta.gat	116	52	1	1718	7	29965986828611	0
1204210	2019-11-18 04:42:44.000	10100095	36060774	alberta.gat	116	52	1	1726	1	29781303234630	0
1204211	2019-11-18 04:42:44.000	10100095	36060774	alberta.gat	116	52	1	1726	2	29781303234630	0
1204212	2019-11-18 04:42:45.000	10100095	36060774	alberta.gat	116	52	1	1726	3	29781303234630	0
1204213	2019-11-18 04:42:46.000	10100095	36060774	alberta.gat	116	52	1	1726	4	29781303234630	0
1204214	2019-11-18 04:42:47.000	10100095	36060774	alberta.gat	116	52	1	1726	5	29781303234630	0
1204215	2019-11-18 04:42:48.000	10100095	36060774	alberta.gat	116	52	0	1726	10000	29781303234630	0
1204216	2019-11-18 04:42:49.000	10100095	36060774	alberta.gat	116	52	1	1726	1	30932354465913	0
1204217	2019-11-18 04:42:50.000	10100095	36060774	alberta.gat	116	52	1	1726	2	30932354465913	0
1204218	2019-11-18 04:42:51.000	10100095	36060774	alberta.gat	116	52	1	1726	3	30932354465913	0
1204219	2019-11-18 04:42:52.000	10100095	36060774	alberta.gat	116	52	1	1726	4	30932354465913	0
1204220	2019-11-18 04:42:53.000	10100095	36060774	alberta.gat	116	52	1	1726	5	30932354465913	0
1204221	2019-11-18 04:42:53.000	10100095	36060774	alberta.gat	116	52	1	1726	6	30932354465913	0
1204222	2019-11-18 04:42:54.000	10100095	36060774	alberta.gat	116	52	0	1726	10000	30932354465913	0
1204223	2019-11-18 04:42:56.000	10100095	36060774	alberta.gat	116	52	1	16040	6	25761213843492	0
1204224	2019-11-18 04:42:57.000	10100095	36060774	alberta.gat	116	52	1	16040	7	25761213843492	0
1204225	2019-11-18 04:43:09.000	10100095	36060774	alberta.gat	116	52	1	1718	8	29965986828611	0
1204226	2019-11-18 04:43:20.000	10100095	36060774	alberta.gat	116	52	1	1718	9	29965986828611	0
1204227	2019-11-18 04:46:18.000	10100095	36060774	alberta.gat	116	52	1	16040	8	25761213843492	0
1204228	2019-11-18 04:46:22.000	10100095	36060774	alberta.gat	116	52	1	1807	6	4299266412979	0
1204229	2019-11-18 04:46:23.000	10100095	36060774	alberta.gat	116	52	0	1807	10000	4299266412979	0
1204230	2019-11-18 04:46:24.000	10100095	36060774	alberta.gat	116	52	1	1637	1	29781303232080	0
1204231	2019-11-18 04:46:25.000	10100095	36060774	alberta.gat	116	52	1	1637	2	29781303232080	0
1204232	2019-11-18 04:46:26.000	10100095	36060774	alberta.gat	116	52	1	1637	3	29781303232080	0
1204233	2019-11-18 04:46:27.000	10100095	36060774	alberta.gat	116	52	1	1637	4	29781303232080	0
1204234	2019-11-18 04:46:28.000	10100095	36060774	alberta.gat	116	52	0	1637	10000	29781303232080	0
1204235	2019-11-18 04:46:29.000	10100095	36060774	alberta.gat	116	52	0	16040	10000	31310311588987	0
1204236	2019-11-18 04:46:31.000	10100095	36060774	alberta.gat	116	52	0	1814	10000	25507810772316	0
1204237	2019-11-18 15:45:59.000	2280425	4932158	prt_in.gat	59	61	1	13127	1	18786186953030	0
1204238	2019-11-18 15:46:01.000	2280425	4932158	prt_in.gat	59	61	1	13127	2	18786186953030	0
1204239	2019-11-18 15:46:03.000	2280425	4932158	prt_in.gat	59	61	1	13127	3	18786186953030	0
1204240	2019-11-18 15:46:05.000	2280425	4932158	prt_in.gat	59	61	1	13127	4	18786186953030	0
1204241	2019-11-18 15:46:08.000	2280425	4932158	prt_in.gat	59	61	1	13127	5	18786186953030	0
1204242	2019-11-18 15:46:11.000	2280425	4932158	prt_in.gat	59	61	0	13127	5	18786186953030	0
1204243	2019-11-18 16:32:50.000	299883	36010590	prt_in.gat	61	64	1	15390	1	18111877115429	0
