152616	3235164	36071116	12347	0	중앙실험실 입장	4078	181	67	verus01.gat	154	155	2019-11-18 08:26:27.000
152617	3235164	6924546	12347	0	중앙실험실 입장	4078	185	67	verus01.gat	152	155	2019-11-18 08:46:44.000
152618	3235164	6989775	12347	0	중앙실험실 입장	4064	179	66	verus01.gat	152	149	2019-11-18 09:08:46.000
152619	3235164	36073477	12347	0	중앙실험실 입장	4064	185	67	verus01.gat	153	151	2019-11-18 09:27:25.000
152620	3235164	36076123	12347	0	중앙실험실 입장	4078	178	65	verus01.gat	151	151	2019-11-18 09:49:01.000
152621	2316269	9661493	12331	0	호러장난감던전 입장	4060	200	70	xmas.gat	232	299	2019-11-18 10:11:02.000
152622	2482230	36062137	12331	0	호러장난감던전 입장	4065	199	70	xmas.gat	235	298	2019-11-18 10:11:12.000
152623	4887301	27277619	12331	0	호러장난감던전 입장	4065	176	63	xmas.gat	234	300	2019-11-18 10:29:56.000
152624	2482230	36062137	12317	0	옛 글래스트헤임 입장	4065	199	70	glast_01.gat	200	275	2019-11-18 10:33:44.000
152625	10892879	36074067	12317	0	옛 글래스트헤임 입장	4065	188	70	glast_01.gat	201	268	2019-11-18 11:03:11.000
152626	10891888	36068707	12317	0	옛 글래스트헤임 입장	4063	162	54	glast_01.gat	201	268	2019-11-18 11:03:16.000
152627	10892441	36069475	12317	0	옛 글래스트헤임 입장	4062	162	55	glast_01.gat	201	268	2019-11-18 11:03:19.000
152628	10897410	36078756	12317	0	옛 글래스트헤임 입장	4062	155	51	glast_01.gat	201	268	2019-11-18 11:03:23.000
152629	4887301	27277619	12334	0	옛 글래스트헤임 상급 입장	4065	176	63	glast_01.gat	181	276	2019-11-18 11:34:32.000
152630	1288869	28302593	12317	0	옛 글래스트헤임 입장	4062	177	63	glast_01.gat	182	275	2019-11-18 11:35:42.000
152631	5293730	27304092	12317	0	옛 글래스트헤임 입장	4063	175	61	glast_01.gat	182	276	2019-11-18 11:35:52.000
152632	5930422	14392150	12331	0	호러장난감던전 입장	4078	193	70	xmas.gat	235	302	2019-11-18 11:37:49.000
152633	1263026	11615593	12331	0	호러장난감던전 입장	4078	193	70	xmas.gat	235	302	2019-11-18 11:50:40.000
152634	1350170	16591253	12365	0	infinity room 입장	4064	195	70	cmd_fild07.gat	54	278	2019-11-18 12:01:32.000
152624	2482230	36062137	12317	0	옛 글래스트헤임 입장	4065	199	70	glast_01.gat	200	275	2019-11-18 10:33:44.000
152625	10892879	36074067	12317	0	옛 글래스트헤임 입장	4065	188	70	glast_01.gat	201	268	2019-11-18 11:03:11.000
152626	10891888	36068707	12317	0	옛 글래스트헤임 입장	4063	162	54	glast_01.gat	201	268	2019-11-18 11:03:16.000
152627	10892441	36069475	12317	0	옛 글래스트헤임 입장	4062	162	55	glast_01.gat	201	268	2019-11-18 11:03:19.000
152628	10897410	36078756	12317	0	옛 글래스트헤임 입장	4062	155	51	glast_01.gat	201	268	2019-11-18 11:03:23.000
152629	4887301	27277619	12334	0	옛 글래스트헤임 상급 입장	4065	176	63	glast_01.gat	181	276	2019-11-18 11:34:32.000
152630	1288869	28302593	12317	0	옛 글래스트헤임 입장	4062	177	63	glast_01.gat	182	275	2019-11-18 11:35:42.000
152631	5293730	27304092	12317	0	옛 글래스트헤임 입장	4063	175	61	glast_01.gat	182	276	2019-11-18 11:35:52.000
152632	5930422	14392150	12331	0	호러장난감던전 입장	4078	193	70	xmas.gat	235	302	2019-11-18 11:37:49.000
152633	1263026	11615593	12331	0	호러장난감던전 입장	4078	193	70	xmas.gat	235	302	2019-11-18 11:50:40.000
152634	1350170	16591253	12365	0	infinity room 입장	4064	195	70	cmd_fild07.gat	54	278	2019-11-18 12:01:32.000
152635	3055053	11696272	7211	0	안개숲 미궁 입장	4063	139	42	bif_fild01.gat	161	351	2019-11-18 12:58:34.000
152636	3967065	36077268	7211	0	안개숲 미궁 입장	4065	139	42	bif_fild01.gat	162	351	2019-11-18 12:58:35.000
152637	10923774	36082150	12417	0	포링 마을 입장	3	34	30	prt_fild05.gat	147	237	2019-11-18 13:08:01.000
152638	5575609	36073947	7570	0	마신의 탑 입장	4240	200	70	dali02.gat	139	116	2019-11-18 13:09:50.000
152639	3319215	28236722	12325	0	페이스웜의 둥지 입장	4077	177	65	dali.gat	71	54	2019-11-18 13:56:00.000
152640	3967065	36077268	1261	0	저주받은 검사 입장	4065	140	42	dali02.gat	46	129	2019-11-18 14:10:42.000
152641	1350170	16591253	12365	0	infinity room 입장	4064	195	70	cmd_fild07.gat	54	276	2019-11-18 15:03:02.000
152642	2892954	10151856	12365	0	infinity room 입장	4060	180	66	cmd_fild07.gat	54	273	2019-11-18 15:42:24.000
152643	1552718	13828238	15002	0	사라의 기억 입장	4060	131	37	dali.gat	137	115	2019-11-18 15:58:06.000
152644	5674351	14344794	15002	0	사라의 기억 입장	4063	123	32	dali.gat	134	111	2019-11-18 15:58:11.000
152645	5141566	14221813	1261	0	저주받은 검사 입장	4079	145	45	dali02.gat	45	129	2019-11-18 16:25:17.000
152646	4012193	14092364	12365	0	infinity room 입장	4060	181	67	cmd_fild07.gat	54	273	2019-11-18 16:36:11.000
152647	5141566	12715445	1261	0	저주받은 검사 입장	4063	135	38	dali02.gat	44	131	2019-11-18 16:40:20.000
152648	663962	27207234	12347	0	중앙실험실 입장	4077	193	70	verus01.gat	150	153	2019-11-18 17:03:12.000
152649	159628	4325942	12331	0	호러장난감던전 입장	4064	200	70	xmas.gat	234	300	2019-11-18 17:16:04.000
152650	159628	4325942	12347	0	중앙실험실 입장	4064	200	70	verus01.gat	146	155	2019-11-18 17:29:58.000
152651	3542851	14374031	12365	0	infinity room 입장	4060	186	67	cmd_fild07.gat	53	272	2019-11-18 17:32:23.000
152652	9520095	14392006	12331	0	호러장난감던전 입장	4065	178	65	xmas.gat	233	297	2019-11-18 17:54:20.000
152653	159628	13823923	12331	0	호러장난감던전 입장	4078	186	68	xmas.gat	235	300	2019-11-18 17:55:06.000
152654	9395563	36036033	12331	0	호러장난감던전 입장	4077	193	70	xmas.gat	235	300	2019-11-18 17:55:08.000
152655	5901532	14216071	12331	0	호러장난감던전 입장	4063	200	70	xmas.gat	235	300	2019-11-18 17:55:11.000
152656	159628	13823923	12347	0	중앙실험실 입장	4078	186	68	verus01.gat	146	155	2019-11-18 18:05:40.000
152657	9395563	36036033	12347	0	중앙실험실 입장	4077	193	70	verus01.gat	146	155	2019-11-18 18:05:43.000
152658	5901532	14216071	12347	0	중앙실험실 입장	4063	200	70	verus01.gat	147	155	2019-11-18 18:05:44.000
152659	2492327	14390942	12331	0	호러장난감던전 입장	4060	177	64	xmas.gat	234	298	2019-11-18 18:10:41.000
152660	10351861	28300510	12365	0	infinity room 입장	4063	200	70	cmd_fild07.gat	62	275	2019-11-18 18:11:00.000
152661	159628	13823923	12058	0	Endless Tower 입장	4078	186	68	e_tower.gat	74	112	2019-11-18 18:29:08.000
152662	2492327	6975901	12331	0	호러장난감던전 입장	4065	177	63	xmas.gat	236	298	2019-11-18 18:29:50.000
152663	2324526	34517125	12317	0	옛 글래스트헤임 입장	4063	186	68	glast_01.gat	200	278	2019-11-18 18:42:41.000
152664	2508321	13889949	12331	0	호러장난감던전 입장	4078	175	62	xmas.gat	236	299	2019-11-18 18:43:15.000
152665	5215655	36072832	12317	0	옛 글래스트헤임 입장	4073	174	64	glast_01.gat	198	278	2019-11-18 19:00:33.000
152666	981349	14278220	15002	0	사라의 기억 입장	4211	119	30	dali.gat	135	113	2019-11-18 19:14:33.000
152667	10723314	36055938	12347	0	중앙실험실 입장	4078	200	70	verus01.gat	146	154	2019-11-18 19:22:53.000
152668	4778237	36072510	12317	0	옛 글래스트헤임 입장	4063	198	70	glast_01.gat	198	280	2019-11-18 19:22:56.000
152669	1618249	35095706	12347	0	중앙실험실 입장	4061	191	70	verus01.gat	152	150	2019-11-18 19:25:11.000
152670	10130669	36030902	12334	0	옛 글래스트헤임 상급 입장	4218	186	60	glast_01.gat	182	282	2019-11-18 19:30:12.000
152671	981349	14325181	12317	0	옛 글래스트헤임 입장	4060	175	62	glast_01.gat	185	281	2019-11-18 19:30:16.000
152672	5265101	14047007	12317	0	옛 글래스트헤임 입장	4060	188	70	glast_01.gat	185	287	2019-11-18 19:30:17.000
152673	258900	36072844	12317	0	옛 글래스트헤임 입장	4075	163	56	glast_01.gat	182	285	2019-11-18 19:30:19.000
152674	5401975	36072843	12317	0	옛 글래스트헤임 입장	4062	163	56	glast_01.gat	186	285	2019-11-18 19:30:23.000
152675	997664	36072838	12317	0	옛 글래스트헤임 입장	4063	163	56	glast_01.gat	188	285	2019-11-18 19:30:27.000
152676	5399042	13924832	12317	0	옛 글래스트헤임 입장	4063	187	70	glast_01.gat	186	287	2019-11-18 19:30:35.000
152677	10877012	36060179	12058	0	Endless Tower 입장	4065	171	61	e_tower.gat	75	110	2019-11-18 19:30:48.000
152678	2681347	14238634	12317	0	옛 글래스트헤임 입장	4074	175	64	glast_01.gat	190	282	2019-11-18 19:30:49.000
152679	10897074	36071072	12058	0	Endless Tower 입장	4073	165	59	e_tower.gat	75	109	2019-11-18 19:30:52.000
152680	9526942	35895989	12058	0	Endless Tower 입장	4077	198	70	e_tower.gat	79	104	2019-11-18 19:30:56.000
152681	9286930	36061739	12058	0	Endless Tower 입장	4074	172	62	e_tower.gat	76	114	2019-11-18 19:31:00.000
152682	10744176	36058679	12058	0	Endless Tower 입장	4063	198	70	e_tower.gat	75	105	2019-11-18 19:31:04.000
152683	2508321	11590720	12317	0	옛 글래스트헤임 입장	4063	178	65	glast_01.gat	189	282	2019-11-18 19:31:18.000
152684	4987928	7040097	12317	0	옛 글래스트헤임 입장	4062	174	63	glast_01.gat	190	283	2019-11-18 19:32:52.000
152685	10723314	36055938	12317	0	옛 글래스트헤임 입장	4078	200	70	glast_01.gat	202	271	2019-11-18 19:39:22.000
152686	10100095	14395661	12317	0	옛 글래스트헤임 입장	4073	190	70	glast_01.gat	200	277	2019-11-18 19:46:38.000
152687	843174	20115698	12334	0	옛 글래스트헤임 상급 입장	4062	182	68	glast_01.gat	181	280	2019-11-18 19:50:33.000
152688	2030554	30084478	12334	0	옛 글래스트헤임 상급 입장	4062	200	70	glast_01.gat	183	278	2019-11-18 20:06:28.000
152689	10100095	14397027	12317	0	옛 글래스트헤임 입장	4073	190	70	glast_01.gat	199	278	2019-11-18 20:08:48.000
152690	997664	36035766	12317	0	옛 글래스트헤임 입장	4062	170	62	glast_01.gat	187	286	2019-11-18 20:13:40.000
152691	5335737	14395939	12334	0	옛 글래스트헤임 상급 입장	4073	187	70	glast_01.gat	183	286	2019-11-18 20:13:41.000
152692	5401975	6929920	12317	0	옛 글래스트헤임 입장	4078	170	62	glast_01.gat	186	288	2019-11-18 20:13:44.000
152693	5399042	36060243	12317	0	옛 글래스트헤임 입장	4064	173	63	glast_01.gat	183	287	2019-11-18 20:13:46.000
152694	5265101	13950306	12317	0	옛 글래스트헤임 입장	4063	180	66	glast_01.gat	186	291	2019-11-18 20:13:48.000
152695	258900	36035773	12317	0	옛 글래스트헤임 입장	4063	170	62	glast_01.gat	186	288	2019-11-18 20:13:48.000
152696	3971205	14386474	12317	0	옛 글래스트헤임 입장	4062	200	70	glast_01.gat	179	285	2019-11-18 20:13:53.000
152697	981349	14123807	12317	0	옛 글래스트헤임 입장	4079	175	62	glast_01.gat	180	286	2019-11-18 20:13:58.000
152698	1266310	5073880	12317	0	옛 글래스트헤임 입장	4077	186	70	glast_01.gat	182	283	2019-11-18 20:14:10.000
152699	4987928	12659970	12317	0	옛 글래스트헤임 입장	4073	160	53	glast_01.gat	184	286	2019-11-18 20:14:13.000
152700	2508321	12038061	12317	0	옛 글래스트헤임 입장	4079	162	55	glast_01.gat	184	287	2019-11-18 20:14:31.000
152701	2681347	10787482	12317	0	옛 글래스트헤임 입장	4062	175	61	glast_01.gat	182	287	2019-11-18 20:14:51.000
152702	10473676	36037314	12347	0	중앙실험실 입장	4218	186	60	verus01.gat	150	153	2019-11-18 20:18:07.000
152703	10218458	35966115	1261	0	저주받은 검사 입장	4060	125	33	dali02.gat	46	129	2019-11-18 20:22:34.000
152704	843174	20115698	12317	0	옛 글래스트헤임 입장	4062	182	68	glast_01.gat	202	270	2019-11-18 20:25:20.000
152705	5027069	36069976	16217	0	꿈과 그림자 입장	4076	182	68	dali02.gat	110	89	2019-11-18 20:28:18.000
152706	2030554	30302992	12334	0	옛 글래스트헤임 상급 입장	4065	200	70	glast_01.gat	182	275	2019-11-18 20:33:04.000
152707	10100095	36063240	12317	0	옛 글래스트헤임 입장	4073	190	70	glast_01.gat	200	278	2019-11-18 20:33:56.000
152708	4987928	14381723	12334	0	옛 글래스트헤임 상급 입장	4064	200	70	glast_01.gat	182	279	2019-11-18 20:39:40.000
152967	10876449	36072625	12058	0	Endless Tower 입장	4065	163	58	e_tower.gat	73	109	2019-11-19 19:57:49.000
152968	10351861	28300510	12365	0	infinity room 입장	4063	200	70	cmd_fild07.gat	63	275	2019-11-19 20:01:42.000
152969	5764268	35968163	12331	0	호러장난감던전 입장	4065	189	70	xmas.gat	236	296	2019-11-19 20:03:03.000
152970	782831	8236685	12058	0	Endless Tower 입장	4060	182	66	e_tower.gat	70	114	2019-11-19 20:07:55.000
152971	5764268	35968163	12317	0	옛 글래스트헤임 입장	4065	189	70	glast_01.gat	201	277	2019-11-19 20:16:24.000
152972	2180224	35997375	12334	0	옛 글래스트헤임 상급 입장	4065	182	66	glast_01.gat	184	275	2019-11-19 20:18:52.000
152973	1585139	35981420	12317	0	옛 글래스트헤임 입장	4078	184	67	glast_01.gat	201	269	2019-11-19 20:21:18.000
152974	2018990	28300602	12334	0	옛 글래스트헤임 상급 입장	4062	179	66	glast_01.gat	185	281	2019-11-19 20:23:44.000
152975	4848463	27028816	12317	0	옛 글래스트헤임 입장	4063	177	64	glast_01.gat	188	282	2019-11-19 20:23:49.000
152976	3195444	27186715	12317	0	옛 글래스트헤임 입장	4065	175	62	glast_01.gat	185	281	2019-11-19 20:24:27.000
152977	1046760	36060741	12317	0	옛 글래스트헤임 입장	4062	168	60	glast_01.gat	186	280	2019-11-19 20:24:34.000
152978	3462207	36060742	12317	0	옛 글래스트헤임 입장	4073	162	57	glast_01.gat	186	281	2019-11-19 20:24:43.000
152979	10350445	28300513	12317	0	옛 글래스트헤임 입장	4060	174	63	glast_01.gat	187	281	2019-11-19 20:24:49.000
152980	782831	10022854	12058	0	Endless Tower 입장	4057	164	58	e_tower.gat	72	110	2019-11-19 20:32:55.000
152981	4841773	14311016	12058	0	Endless Tower 입장	4062	177	65	e_tower.gat	70	114	2019-11-19 20:33:00.000
152982	5064172	36061458	12334	0	옛 글래스트헤임 상급 입장	4063	184	70	glast_01.gat	187	278	2019-11-19 20:33:33.000
152983	3346515	14370769	12317	0	옛 글래스트헤임 입장	4060	176	65	glast_01.gat	187	278	2019-11-19 20:33:39.000
152984	5575591	36073311	12317	0	옛 글래스트헤임 입장	4212	170	62	glast_01.gat	187	278	2019-11-19 20:33:42.000
152985	5927784	14395965	12317	0	옛 글래스트헤임 입장	4061	160	56	glast_01.gat	187	278	2019-11-19 20:34:14.000
152986	5892648	14305235	12317	0	옛 글래스트헤임 입장	4076	175	64	glast_01.gat	187	278	2019-11-19 20:34:18.000
152987	5575609	14328609	12317	0	옛 글래스트헤임 입장	4062	175	61	glast_01.gat	187	278	2019-11-19 20:34:21.000
152988	9393987	14396142	12317	0	옛 글래스트헤임 입장	4074	176	63	glast_01.gat	187	278	2019-11-19 20:34:34.000
152989	9494870	14325526	12317	0	옛 글래스트헤임 입장	4068	175	63	glast_01.gat	187	278	2019-11-19 20:34:37.000
152990	9393985	14381627	12317	0	옛 글래스트헤임 입장	4077	170	62	glast_01.gat	187	278	2019-11-19 20:34:47.000
152991	2918140	14351199	12317	0	옛 글래스트헤임 입장	4077	171	62	glast_01.gat	187	278	2019-11-19 20:34:50.000
152992	3375463	14337574	12317	0	옛 글래스트헤임 입장	4064	160	56	glast_01.gat	187	278	2019-11-19 20:35:05.000
152993	9526440	36061444	12317	0	옛 글래스트헤임 입장	4060	170	62	glast_01.gat	187	278	2019-11-19 20:35:09.000
