58389	2019-11-20 00:51:23.197	36082418	5763699	0	124.56.116.10
58390	2019-11-20 00:55:13.957	36082419	1265253	0	124.56.116.10
58391	2019-11-20 06:52:01.830	36082420	10924852	0	211.170.209.124
58392	2019-11-20 12:15:44.050	36082421	5819280	0	119.192.146.202
58393	2019-11-20 12:19:32.817	36082422	5819280	0	119.192.146.202
58394	2019-11-20 12:20:51.750	36082423	5819270	0	119.192.146.202
58395	2019-11-20 12:21:02.000	36082424	5819270	0	119.192.146.202
58396	2019-11-20 13:52:00.403	36082425	5819290	0	119.192.146.202
58397	2019-11-20 15:24:03.653	36082426	5819262	0	119.192.146.203
58398	2019-11-20 15:35:44.177	36082427	9100699	0	119.192.146.203
58399	2019-11-20 15:36:23.053	36082428	5819262	0	119.192.146.203
58400	2019-11-20 15:40:38.867	36082429	9100699	0	119.192.146.203
58401	2019-11-20 15:41:09.440	36082430	5819279	0	119.192.146.202
58402	2019-11-20 15:43:58.633	36082431	5819279	0	119.192.146.202
58403	2019-11-20 15:45:56.973	36082432	5819295	0	119.192.146.202
58404	2019-11-20 15:46:38.623	36082433	5819295	0	119.192.146.202
58405	2019-11-20 15:59:34.923	36082434	5819269	0	119.192.146.202
58406	2019-11-20 17:38:24.673	36082435	5819283	0	119.192.146.202
58407	2019-11-20 18:10:33.180	36082436	10889333	0	61.247.159.117
58408	2019-11-20 18:27:43.570	36082437	10712629	0	124.58.184.248
58409	2019-11-20 19:27:42.850	36082438	9307549	0	121.152.232.242
58410	2019-11-20 19:27:58.277	36082439	9307549	0	121.152.232.242
58411	2019-11-20 22:00:57.867	36082440	10924886	0	122.128.143.7
58412	2019-11-20 22:21:57.520	36082441	10904498	0	115.161.72.148
58413	2019-11-20 22:22:45.990	36082442	10904498	0	115.161.72.148
58414	2019-11-20 22:23:40.733	36082443	10904498	0	115.161.72.148
58415	2019-11-20 22:27:18.130	36082444	10505683	0	219.255.177.59
58416	2019-11-20 22:32:40.700	36082445	10924886	0	122.128.143.7
58417	2019-11-20 23:06:46.553	36082446	10924886	0	122.128.143.7
58418	2019-11-20 23:07:29.670	36082447	10924886	0	122.128.143.7
58419	2019-11-20 23:18:26.003	36082448	10924886	0	122.128.143.7
58420	2019-11-21 00:42:50.270	36082449	10712629	0	124.58.184.248
58421	2019-11-21 04:08:20.940	36082450	10924917	0	211.40.167.182
58422	2019-11-21 04:08:40.970	36082451	10924918	0	211.40.167.181
58423	2019-11-21 04:11:14.587	36082452	10924919	0	211.40.167.180
58424	2019-11-21 08:00:24.713	36082453	9007476	0	61.79.93.65
58425	2019-11-21 13:10:50.920	36082454	4951508	0	58.120.202.164
58426	2019-11-21 13:31:16.890	36082455	10924928	0	1.232.171.57
58427	2019-11-21 13:37:00.880	36082456	10917235	0	1.224.211.186
58428	2019-11-21 13:42:42.123	36082457	10917235	0	1.224.211.186
58429	2019-11-21 14:03:46.067	36082458	10917235	0	1.224.211.186
58430	2019-11-21 14:04:21.857	36082459	10917235	0	1.224.211.186
58431	2019-11-21 14:05:12.227	36082460	10917235	0	1.224.211.186
58432	2019-11-21 14:09:08.560	36082461	10917235	0	1.224.211.186
58433	2019-11-21 16:22:30.953	36082462	1856724	0	39.120.147.247
58434	2019-11-21 16:54:23.720	36082463	10743564	0	121.180.240.142
58435	2019-11-21 16:57:06.937	36082464	10743564	0	121.180.240.142
58436	2019-11-21 16:57:50.833	36082465	10743564	0	121.180.240.142
58437	2019-11-21 16:58:50.020	36082466	10743564	0	121.180.240.142
58438	2019-11-21 16:59:09.017	36082467	10743564	0	121.180.240.142
58439	2019-11-21 20:01:00.607	36082468	9376532	0	112.146.103.157
58440	2019-11-21 21:04:46.407	36082469	10924052	0	59.4.132.128
58441	2019-11-21 21:34:55.837	36082470	10922786	0	124.56.116.10
58442	2019-11-21 23:14:35.470	36082471	10920610	0	124.56.116.10
58443	2019-11-21 23:21:04.810	36082472	1157900	0	175.203.125.185
58444	2019-11-21 23:22:42.037	36082473	10920612	0	124.56.116.10
58445	2019-11-22 00:09:28.187	36082474	10924959	0	125.133.164.54
58446	2019-11-22 14:03:26.257	36082475	10893834	0	49.142.123.254
58447	2019-11-22 14:03:56.950	36082476	9209774	0	175.212.166.41
58448	2019-11-22 14:06:36.030	36082477	9209774	0	175.212.166.41
58449	2019-11-22 18:09:25.143	36082478	10466125	0	219.254.235.153
58450	2019-11-22 20:43:23.900	36082479	10430424	0	121.53.57.238
58451	2019-11-22 20:47:22.880	36082480	10430424	0	121.53.57.238
58452	2019-11-22 22:46:18.247	36082481	4643180	0	59.186.127.88
58453	2019-11-22 22:48:31.187	36082482	10925040	0	58.232.46.189
58454	2019-11-22 22:51:22.973	36082483	2886715	0	59.186.127.89
58455	2019-11-22 22:52:05.870	36082484	4643180	0	59.186.127.88
58456	2019-11-22 23:08:41.327	36082485	10744176	0	125.182.61.4
58457	2019-11-22 23:43:34.243	36082486	10902582	0	61.36.47.31
58458	2019-11-23 02:09:19.410	36082487	9466037	0	218.233.72.146
58459	2019-11-23 09:05:26.573	36082488	9500384	0	219.255.177.38
58460	2019-11-23 10:26:36.267	36082489	10439540	0	124.57.54.41
58461	2019-11-23 11:21:14.847	36082490	443326	0	112.150.66.170
58462	2019-11-23 14:04:27.330	36082491	10925075	0	211.236.218.27
58463	2019-11-23 15:52:33.280	36082492	10507556	0	121.53.57.238
58464	2019-11-23 16:23:23.457	36082493	10925088	0	125.142.18.201
58465	2019-11-23 18:49:35.560	36082494	10904500	0	115.161.72.148
58466	2019-11-23 18:52:24.080	36082495	10904500	0	115.161.72.148
58467	2019-11-23 18:54:20.503	36082496	10904501	0	115.161.72.148
58468	2019-11-23 18:54:45.980	36082497	10901980	0	115.161.72.148
58469	2019-11-23 20:33:01.290	36082498	1050714	0	39.115.205.101
58470	2019-11-23 20:37:19.543	36082499	5426058	0	59.2.128.201
58471	2019-11-23 21:57:04.230	36082500	10925115	0	175.121.173.18
58472	2019-11-23 22:08:05.850	36082501	5903597	0	125.182.233.221
58473	2019-11-23 23:06:29.273	36082502	10925125	0	124.59.176.189
58474	2019-11-23 23:58:05.790	36082503	10580693	0	58.123.97.44
58475	2019-11-24 00:16:47.797	36082504	9376399	0	112.146.103.157
58476	2019-11-24 01:00:48.367	36082505	3381453	0	175.118.46.190
58477	2019-11-24 01:55:01.230	36082506	10914859	0	222.97.228.120
58478	2019-11-24 04:47:02.053	36082507	10911749	0	185.92.24.58
58479	2019-11-24 04:57:27.233	36082508	10920390	0	221.153.236.28
58480	2019-11-24 05:29:58.667	36082509	5426058	0	59.2.128.201
58481	2019-11-24 09:32:27.223	36082510	10923929	0	223.62.175.135
58482	2019-11-24 11:02:23.813	36082511	10925150	0	175.203.6.54
58483	2019-11-24 13:05:48.740	36082512	10925158	0	210.124.218.42
58484	2019-11-24 13:12:40.147	36082513	10474517	0	121.132.119.198
58485	2019-11-24 13:20:24.417	36082514	2235566	0	223.28.152.27
58486	2019-11-24 13:39:39.383	36082515	2235566	0	223.28.152.27
58487	2019-11-24 13:46:11.420	36082516	10925156	0	39.117.204.73
58488	2019-11-24 14:19:06.957	36082517	9280011	0	182.219.234.15
58489	2019-11-24 16:53:27.057	36082518	243656	0	61.101.145.220
58490	2019-11-24 17:14:50.683	36082519	3880157	0	123.140.83.49
58491	2019-11-24 17:15:37.857	36082520	3880157	0	123.140.83.49
58492	2019-11-24 19:09:18.353	36082521	3880157	0	39.115.205.26
58493	2019-11-24 19:09:25.493	36082522	3880157	0	39.115.205.26
58494	2019-11-24 21:11:36.680	36082523	5763888	0	175.223.35.8
58495	2019-11-24 22:17:44.247	36082524	619843	0	211.105.207.183
