GID
101684
104085
104464
105012
105774
110047
110322
111367
112050
112680
115557
116913
123673
124072
128939
133224
134779
135798
139485
142681
145521
147262
148669
148962
149960
151371
154428
157354
157812
161798
165005
165447
166184
173291
174428
179734
182540
183014
187109
187607
187916
188975
189603
191228
192797
195057
196013
196117
196827
197435
197617
198909
203532
208739
210207
210373
210691
211523
212134
212323
215658
216346
220175
225081
232749
235950
236516
237210
238123
240344
242296
242306
243707
243925
244053
245577
247266
247794
248080
248145
248202
248316
250751
254666
254956
255024
257897
261746
262019
263433
264608
265111
265585
265746
266560
266932
267110
268421
268670
269930
270079
271671
274325
275436
276417
276432
277350
279703
280165
280619
282609
283518
284436
286217
286483
286962
287547
288529
288788
290746
291949
292307
292788
297084
297716
297994
298217
298391
300858
302561
302816
303635
303688
306049
306194
306210
308988
309952
310716
310825
312521
316295
316320
317292
317854
318194
318681
320067
323156
328725
330451
331342
331743
331844
333360
336448
336987
338413
339260
341798
342309
343494
345193
345651
345702
347713
348056
350270
350669
352623
353123
356436
359019
360071
360726
360878
364539
364834
366431
367642
368740
372543
373140
373246
373263
373763
374364
377313
377433
381393
382527
383484
383593
384245
385524
386390
386397
387581
393908
394895
395128
397492
398075
399981
406573
408535
408703
409529
413904
413912
414605
415388
415940
417793
420914
423052
423060
424073
424243
425753
426298
426357
430812
431126
434039
435646
436177
436555
437678
438380
438905
439143
440919
444253
449127
450590
452611
452885
453121
454631
464193
465167
466140
466144
466159
467660
468337
470203
471670
475760
476386
477538
478135
481247
481912
483328
483436
483528
488718
489151
489344
490390
491362
491933
495557
501907
502041
502136
502241
503299
504435
510454
510908
513807
514059
514126
514168
514225
514293
514347
514398
514436
514482
514531
514581
514582
514629
514673
517681
519873
521752
522219
522401
522505
523187
526620
527162
529502
530899
534137
535512
541495
542645
543071
543823
545414
548002
548942
556748
557476
557608
560174
560316
562031
562253
570393
570535
570693
570823
571283
571610
573833
575845
577186
579879
580941
582097
583333
584220
586199
588175
588265
598154
600793
601256
602502
603569
605139
605154
606151
606371
606892
607974
609619
610450
610467
613615
614615
614677
615578
617023
620566
621815
624077
624337
624917
626179
628204
635066
636421
637373
639394
639788
640793
641009
641234
643387
644182
644597
645805
646267
647618
648910
650649
651914
653740
654968
656901
660729
662680
665111
665190
665460
669555
671706
675140
676090
676123
676157
676219
676269
676298
676366
676405
676447
676481
676509
676541
676565
676602
676631
676983
677138
677947
678706
679305
680304
681473
682172
683323
685300
686669
690219
694549
694834
695009
695718
696890
698123
698566
704335
708200
709138
714327
715324
715364
716143
717958
720820
723683
725500
729839
738334
739542
741812
743961
748587
748609
748689
749883
750710
751774
751893
754974
757250
758607
760021
761467
761547
761795
762564
763247
766351
769424
769519
769692
769958
770013
770870
772230
773518
777731
780675
781600
782901
791553
792054
797672
799768
809065
809807
810062
810236
810333
811764
812405
818380
819578
827626
827914
829793
830572
832211
842561
843817
845439
851276
855787
858148
858166
859870
865789
866016
867192
867235
867474
867820
869913
879774
879788
882496
884258
885449
885544
886345
893674
899778
900276
900899
902745
903429
909796
912307
920749
922755
922894
927587
936924
944002
946148
970445
983483
987951
991918
994251
996159
996498
1002244
1002858
1005764
1007194
1007559
1007840
1010417
1010938
1015404
1016387
1017880
1018507
1018991
1023001
1025730
1028217
1028597
1031232
1033000
1033503
1034819
1035232
1035357
1035545
1036742
1037083
1041289
1042772
1044483
1053100
1056832
1058456
1063154
1065684
1066147
1067666
1068295
1068993
1069960
1071395
1071579
1077561
1079235
1084141
1085680
1086643
1091176
1091977
1092847
1093187
1099461
1099663
1101437
1106549
1107436
1108223
1108729
1118272
1120546
1124399
1134905
1135064
1142600
1150138
1156528
1161101
1177615
1180102
1189040
1189178
1189564
1197898
1198673
1206978
1207623
1209296
1214036
1222262
1244954
1245863
1247945
1250222
1265040
1265980
1267471
1271741
1303407
1304521
1307061
1309353
1322909
1323378
1325057
1329720
1333506
1334165
1335030
1336834
1345613
1346272
1346770
1347860
1353331
1356969
1371438
1378408
1381953
1387746
1387993
1393919
1396101
1401078
1401086
1412415
1414331
1415191
1415248
1423321
1428687
1437088
1438547
1450044
1455709
1457075
1460050
1463915
1468031
1471228
1472743
1473157
1489331
1495870
1498260
1509953
1516307
1533558
1534171
1534189
1534287
1534327
1534344
1534370
1534384
1534400
1534421
1534444
1534462
1534477
1534496
1534521
1534537
1534561
1534575
1534590
1534616
1534630
1534654
1534666
1534692
1534777
1534853
1534871
1534890
1534918
1534932
1535043
1535079
1535092
1535106
1535130
1535145
1535167
1535182
1535205
1535225
1535245
1535267
1535308
1535336
1535355
1535379
1535400
1535422
1535465
1535718
1535764
1535809
1535825
1536520
1537384
1544575
1548749
1550156
1550183
1550189
1550438
1550461
1550488
1550518
1560444
1560655
1560964
1561068
1564303
1589697
1592838
1592843
1592850
1592851
1592876
1592882
1592905
1593011
1593100
1593318
1593361
1593363
1593374
1593417
1593468
1593507
1593524
1593534
1593547
1593556
1593562
1593605
1593611
1593637
1593639
1593658
1593666
1593716
1593725
1593733
1593742
1594524
1596992
1598288
1599247
1600320
1601049
1601148
1601603
1602355
1603136
1603804
1604545
1604854
1605638
1606344
1607854
1609349
1610730
1610770
1611087
1612768
1612788
1613641
1613900
1614330
1614401
1617472
1619305
1621868
1623420
1623580
1624777
1631159
1631594
1632513
1633869
1634561
1634758
1638041
1638060
1639873
1640826
1640830
1640919
1641308
1645977
1646143
1647753
1648397
1649259
1649260
1649262
1649263
1649264
1649265
1649608
1649651
1649671
1649678
1649679
1649680
1649836
1649838
1649840
1649841
1649843
1649844
1649848
1649849
1649850
1649852
1649854
1649856
1649860
1649862
1649864
1649866
1649868
1649871
1649873
1649901
1649902
1649903
1649905
1649907
1649910
1649913
1649915
1649916
1649918
1649920
1649921
1649922
1649923
1649924
1653371
1654312
1654947
1655014
1663950
1664051
1664901
1672775
1673491
1676121
1676907
1680837
1681310
1681911
1683006
1686937
1688499
1689047
1690834
1692604
1695396
1696374
1696935
1697040
1697971
1700673
1701170
1702669
1703581
1703876
1703962
1704103
1709314
1709532
1711381
1712237
1712736
1713159
1714477
1716042
1722746
1727712
1728157
1728568
1730344
1731572
1732421
1732454
1734912
1738022
1743351
1743581
1746080
1746485
1746550
1747489
1747838
1748654
1757058
1758026
1758169
1759051
1759182
1759952
1764030
1765869
1766400
1767107
1769017
1770731
1771097
1774531
1776296
1780769
1781273
1781781
1782057
1782340
1789096
1789117
1792408
1793253
1794328
1799414
1799674
1800040
1800043
1800521
1801919
1803565
1803959
1806788
1806849
1806870
1810900
1811368
1812787
1815804
1820191
1825072
1826422
1827403
1827891
1829540
1837137
1837693
1838852
1838880
1839367
1840245
1844888
1845271
1847111
1847711
1851699
1857104
1857492
1857796
1858815
1861545
1862749
1863187
1864300
1866621
1868489
1871514
1872665
1873430
1873868
1875600
1877050
1877682
1878409
1881543
1882812
1885816
1885866
1887235
1892291
1892663
1892669
1895135
1895962
1896336
1897986
1899984
1900532
1900612
1901952
1902799
1904472
1907284
1911987
1913509
1919297
1920652
1920719
1920773
1920780
1921011
1921288
1924018
1928728
1929323
1932817
1933295
1933340
1933413
1937291
1937866
1937990
1940682
1949859
1952348
1953837
1955840
1957441
1959901
1960103
1964609
1965447
1966720
1966835
1967232
1967695
1968583
1969823
1971676
1977314
1978081
1984086
1984281
1985293
1986534
1990190
1991501
1992877
1993568
1995835
1997830
1998376
2002060
2003163
2005523
2006925
2007062
2007144
2008752
2014462
2016042
2017623
2018728
2018897
2019336
2019576
2026950
2030460
2033000
2033747
2036721
2046332
2046752
2049815
2050680
2051163
2051629
2057324
2057779
2060115
2067424
2069596
2072131
2075712
2076394
2077725
2085499
2087291
2088395
2089291
2090247
2090891
2096476
2096570
2098395
2100808
2100815
2102528
2103254
2104121
2104420
2106851
2107060
2110235
2115905
2117551
2122877
2123634
2124305
2126598
2131324
2131613
2133772
2135525
2141276
2141944
2143438
2151932
2152283
2158617
2160302
2161558
2165412
2167352
2170405
2172042
2174388
2174959
2175408
2180161
2180784
2182388
2183056
2183155
2185103
2186314
2186495
2189040
2191108
2192857
2193561
2195033
2197805
2204452
2207002
2207678
2208103
2211043
2212018
2213779
2218471
2219815
2219829
2224347
2225238
2225941
2226366
2230503
2232097
2236195
2237426
2238190
2243026
2245125
2245990
2246867
2247599
2248067
2249173
2251726
2256256
2257652
2259374
2260456
2264724
2266181
2269628
2282242
2283551
2289660
2290062
2290380
2293713
2296559
2298372
2302548
2304522
2304706
2305007
2315564
2316238
2319134
2320823
2326560
2327367
2332840
2333747
2347230
2349282
2355976
2356696
2356932
2359781
2359954
2360344
2361029
2362234
2364572
2366949
2367220
2371125
2374329
2374826
2375264
2381140
2381669
2381670
2382306
2383260
2385790
2386326
2386411
2388190
2390760
2391172
2392425
2392792
2394861
2396333
2396367
2396624
2399941
2400204
2400700
2401343
2402532
2403781
2406862
2408720
2409020
2409682
2411977
2412988
2413113
2419237
2420429
2422180
2426484
2428041
2428278
2429473
2430627
2431667
2437668
2438781
2438984
2445535
2446813
2448035
2449236
2449526
2452886
2454899
2455243
2457592
2458580
2460013
2467941
2475177
2475579
2475635
2476751
2477531
2479825
2481550
2483079
2483133
2484333
2484856
2489714
2495560
2496049
2498380
2499538
2499734
2500103
2500381
2500647
2500665
2500930
2502336
2502432
2504121
2504345
2505385
2508129
2509866
2513131
2515873
2517739
2519602
2522007
2523101
2523159
2526173
2528413
2528500
2528811
2534489
2534559
2537628
2540397
2545344
2545719
2546542
2549877
2552016
2555316
2556185
2558399
2559176
2561518
2566731
2569779
2570704
2570943
2572132
2572339
2578063
2579190
2579730
2579733
2582669
2583389
2585490
2586820
2589193
2598998
2599855
2600727
2601048
2602290
2602568
2602677
2603571
2604252
2604643
2606322
2611362
2612415
2613117
2613135
2614553
2615217
2617205
2618983
2619760
2621931
2622220
